"序号","代码","名称","涨跌幅","最新价","成交额","流通市值","总市值","换手率","封板资金","首次封板时间","最后封板时间","炸板次数","涨停统计","连板数","所属行业","交易日期","数据类型","动态市盈率","封单资金","板上成交额","连续跌停","开板次数","涨停价","涨速","振幅"
"22","002427","尤夫股份","10.045661926269531","7.23","551980400","7124634939.780001","7124679028.320001","7.879420280456543","50467120.0","093503","095230","3.0","8|4","3.0","化纤行业","2025-04-21","涨停","","","","","","","",""
"23","002651","利君股份","9.98389720916748","6.83","180862954","3862116668.03","7058531800.0","4.752224922180176","77685082.0","093506","093506","0.0","1|1","1.0","专用设备","2025-04-21","涨停","","","","","","","",""
"24","300464","星徽股份","19.954648971557617","5.29","220664233","1879762750.75","2445126110.2400002","12.065528869628906","48998762.0","093506","093506","0.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"25","003020","立方制药","9.98563289642334","30.62","875986176","4226690276.06","5856396510.0","21.056617736816406","25859631.0","093557","100254","3.0","5|5","5.0","化学制药","2025-04-21","涨停","","","","","","","",""
"26","600490","鹏欣资源","10.0","4.84","596290624","9644287508.24","10710373428.48","6.281883716583252","51444360.0","093720","100408","12.0","1|1","1.0","有色金属","2025-04-21","涨停","","","","","","","",""
"27","002297","博云新材","10.047096252441406","7.01","374473760","4017464781.19","4017464760.16","9.463443756103516","30749365.0","093824","133409","1.0","1|1","1.0","航天航空","2025-04-21","涨停","","","","","","","",""
"28","000639","西王食品","9.863945960998535","3.23","197249524","3486546777.81","3486552750.08","5.7686052322387695","39502706.0","093827","093827","0.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"29","603103","横店影视","10.027100563049316","16.24","179238105","10299407999.999998","10299407999.999998","1.7762048244476318","35726522.0","094118","094642","1.0","1|1","1.0","文化传媒","2025-04-21","涨停","","","","","","","",""
"30","603669","灵康药业","9.90099048614502","4.44","37748216","3202326712.2000003","3202326698.88","1.2162914276123047","51400974.0","094154","094154","0.0","1|1","1.0","化学制药","2025-04-21","涨停","","","","","","","",""
"31","603839","安正时尚","10.0","5.83","38903934","2327406892.8","2327406892.8","1.7100982666015625","32161078.0","094228","094228","0.0","1|1","1.0","纺织服装","2025-04-21","涨停","","","","","","","",""
"32","002479","富春环保","10.041841506958008","5.26","190950448","4539763159.44","4549900000.0","4.282842636108398","30963779.0","094236","094236","0.0","1|1","1.0","环保行业","2025-04-21","涨停","","","","","","","",""
"33","600589","大位科技","9.933774948120117","6.64","1132004048","9817040069.6","9817040056.32","11.803357124328613","60678976.0","094307","094713","2.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"34","002095","生 意 宝","10.0","18.04","169245744","4540819806.599999","4559068800.0","3.791248321533203","39597800.0","094318","094318","0.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"35","002537","海联金汇","9.967320442199707","6.73","475739152","7901132693.85","7901132740.96","6.183823108673096","68692598.0","094354","094721","1.0","1|1","1.0","汽车零部","2025-04-21","涨停","","","","","","","",""
"36","603237","五芳斋","10.024691581726074","22.28","591923120","2715389303.76","4417534181.56","22.522485733032227","16398057.0","094518","143527","8.0","3|2","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"37","605358","立昂微","10.01863956451416","23.61","306926224","15850949560.08","15850949748.96","1.9787131547927856","45611970.0","094541","094541","0.0","1|1","1.0","半导体","2025-04-21","涨停","","","","","","","",""
"38","603630","拉芳家化","9.97693157196045","19.07","246339541","4294651340.6","4294651340.6","5.869396686553955","24249030.0","094712","094712","0.0","1|1","1.0","美容护理","2025-04-21","涨停","","","","","","","",""
"39","603697","有友食品","10.035211563110352","12.5","376349328","5346151225.0","5346151200.0","7.194965362548828","5881250.0","094805","135723","5.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"40","600300","维维股份","9.975062370300293","4.41","1234359632","7131597013.8","7131596996.16","17.702314376831055","34306135.0","094829","101023","2.0","4|2","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"41","600571","信雅达","10.006854057312012","16.05","764318928","7346914833.150001","7484408779.200001","10.644570350646973","65697465.0","095053","095403","1.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"42","002153","石基信息","9.963099479675293","8.94","525494592","14301888407.759998","24398992929.6","3.7677690982818604","68586160.0","095142","095142","0.0","3|2","1.0","软件开发","2025-04-21","涨停","","","","","","","",""
"43","002583","海能达","10.034013748168945","12.94","2453881808","16596404674.06","23530929128.96","15.045125007629395","261950695.0","095330","095330","0.0","2|2","2.0","通信设备","2025-04-21","涨停","","","","","","","",""
"44","002094","青岛金王","9.970237731933594","7.39","1722156512","5102451727.11","5105732909.28","34.80204772949219","37204955.0","100021","110700","5.0","1|1","1.0","美容护理","2025-04-21","涨停","","","","","","","",""
"45","001318","阳光乳业","9.985527992248535","15.2","328483872","1171312000.0","4296432000.0","28.823318481445312","57237895.0","100551","100551","0.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"46","603991","至正股份","10.002127647399902","51.69","166803545","3852714046.62","3852714046.62","4.412155628204346","50661369.0","100658","100658","0.0","1|1","1.0","塑料制品","2025-04-21","涨停","","","","","","","",""
"47","003030","祖名股份","10.0","21.56","208836096","1746324965.0","2690256800.0","12.47555923461914","31186540.0","100842","100842","0.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"48","600562","国睿科技","10.010764122009277","20.44","280732880","25223609113.08","25383574249.600002","1.1420100927352905","37371330.0","101142","101142","0.0","1|1","1.0","通信设备","2025-04-21","涨停","","","","","","","",""
"49","605188","国光连锁","10.007251739501953","15.17","777712464","7517948600.0","7517948600.0","10.718572616577148","4649605.0","101504","145252","4.0","6|6","6.0","商业百货","2025-04-21","涨停","","","","","","","",""
"50","603955","大千生态","10.01838207244873","23.94","612817792","3249136800.0","3249136800.0","19.34066390991211","19736136.0","101621","111741","3.0","5|3","2.0","工程建设","2025-04-21","涨停","","","","","","","",""
"51","001222","源飞宠物","9.992862701416016","15.41","150259148","1210381917.25","2941614900.0","12.732587814331055","23723695.0","101715","103121","1.0","1|1","1.0","家用轻工","2025-04-21","涨停","","","","","","","",""
"52","002345","潮宏基","10.011507987976074","9.56","309426224","8289278729.400001","8494181450.240001","3.8261048793792725","24136437.0","101736","101736","0.0","1|1","1.0","珠宝首饰","2025-04-21","涨停","","","","","","","",""
"53","300204","舒泰神","20.044052124023438","10.9","589729632","5144574380.900001","5207720904.0","12.280376434326172","46117900.0","101757","101757","0.0","1|1","1.0","生物制品","2025-04-21","涨停","","","","","","","",""
"54","300822","贝仕达克","19.977863311767578","21.68","255150474","6265130583.84","6754104989.44","4.353322982788086","42579194.0","102321","102321","0.0","1|1","1.0","消费电子","2025-04-21","涨停","","","","","","","",""
"55","603696","安记食品","9.98389720916748","13.66","811023824","3212832000.0","3212832000.0","26.571992874145508","1993704.0","102955","145258","12.0","5|5","5.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"56","002391","长青股份","10.1010103225708","5.45","128870380","2529458419.9500003","3540279364.8","5.255299091339111","49996250.0","103400","103400","0.0","1|1","1.0","农药兽药","2025-04-21","涨停","","","","","","","",""
"57","603256","宏和科技","10.0","8.8","52264711","7741602000.000001","7741602035.200001","0.6977501511573792","21467600.0","103544","103544","0.0","1|1","1.0","玻璃玻纤","2025-04-21","涨停","","","","","","","",""
"58","600664","哈药股份","10.0","3.74","421050064","9419226936.24","9419226921.28","4.5851149559021","35022422.0","103715","103715","0.0","1|1","1.0","化学制药","2025-04-21","涨停","","","","","","","",""
"59","300139","晓程科技","19.97736167907715","21.2","2159085072","4953416570.0","5808800000.0","46.12350845336914","47647000.0","105145","141606","3.0","1|1","1.0","贵金属","2025-04-21","涨停","","","","","","","",""
"60","603900","莱绅通灵","9.936908721923828","6.97","248283499","2373102664.7999997","2390876164.7999997","10.95475959777832","46746172.0","105153","105153","0.0","3|2","1.0","珠宝首饰","2025-04-21","涨停","","","","","","","",""
"61","002565","顺灏股份","10.163934707641602","3.36","305914048","3561449377.92","3561562798.08","8.79647445678711","33018488.0","105251","105251","0.0","1|1","1.0","包装材料","2025-04-21","涨停","","","","","","","",""
"62","603110","东方材料","10.005850791931152","18.8","592984304","3783062561.6","3783062561.6","16.273513793945312","74260752.0","105713","105713","0.0","5|3","1.0","化学制品","2025-04-21","涨停","","","","","","","",""
"63","300972","万辰集团","20.0","135.48","728477152","21098049220.079998","24385012820.28","3.6689822673797607","2953464.0","105936","150000","17.0","1|1","1.0","农牧饲渔","2025-04-21","涨停","","","","","","","",""
"64","300892","品渥食品","20.0","43.92","687889408","2835585000.0","4392000000.0","26.284610748291016","52976304.0","110724","110724","0.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"65","000822","山东海化","9.932659149169922","6.53","582285024","5844950276.780001","5844950237.6","10.236626625061035","28427702.0","110727","111142","1.0","1|1","1.0","化学原料","2025-04-21","涨停","","","","","","","",""
"66","002131","利欧股份","10.0","3.52","1419579824","20596353296.64","23835699036.16","7.177021026611328","292852841.0","111112","111112","0.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"67","603918","金桥信息","10.0","16.39","511188992","6002487180.14","6007310789.92","8.739412307739258","50736392.0","111709","111709","0.0","1|1","1.0","互联网服","2025-04-21","涨停","","","","","","","",""
"68","301259","艾布鲁","19.987812042236328","39.38","287247840","3204342251.44","6143280000.0","9.499876022338867","99113553.0","112012","112012","0.0","1|1","1.0","环保行业","2025-04-21","涨停","","","","","","","",""
"69","002582","好想你","9.96204948425293","11.59","708898032","3987759907.0299997","5238151125.12","18.424848556518555","60539206.0","130006","130006","0.0","1|1","1.0","食品饮料","2025-04-21","涨停","","","","","","","",""
"70","603086","先达股份","10.054844856262207","6.02","95703243","2617575120.8599997","2617575078.72","3.7921173572540283","81407460.0","130102","130102","0.0","1|1","1.0","农药兽药","2025-04-21","涨停","","","","","","","",""
"71","600609","金杯汽车","9.960159301757812","5.52","280772608","7201163240.16","7201163251.2","4.0309739112854","41098928.0","130342","130342","0.0","1|1","1.0","汽车零部","2025-04-21","涨停","","","","","","","",""
"72","000626","远大控股","9.980806350708008","5.73","113521919","2876591990.55","2916228858.7200003","4.149831295013428","31239272.0","131142","131142","0.0","8|4","1.0","贸易行业","2025-04-21","涨停","","","","","","","",""
"73","002795","永和智控","10.0","5.06","113330689","2199949087.8199997","2255515644.7999997","5.3349080085754395","13164561.0","131406","131406","0.0","1|1","1.0","通用设备","2025-04-21","涨停","","","","","","","",""
"74","002773","康弘药业","10.019193649291992","28.66","417526176","19641868159.14","26360844816.96","2.196652889251709","73494156.0","131418","131418","0.0","1|1","1.0","化学制药","2025-04-21","涨停","","","","","","","",""
"75","605488","福莱新材","9.989287376403809","41.07","416798064","8132674993.08","8271318688.38","5.324994087219238","53177394.0","131446","131446","0.0","1|1","1.0","塑料制品","2025-04-21","涨停","","","","","","","",""
"76","300605","恒锋信息","20.027719497680664","17.32","561435984","2059770330.88","2850454068.4","29.28936767578125","78241489.0","131603","131603","0.0","4|2","1.0","软件开发","2025-04-21","涨停","","","","","","","",""
"77","603119","浙江荣泰","10.013946533203125","39.44","707492752","8041006809.5199995","14345990159.359999","9.115063667297363","46327407.0","131757","134103","9.0","1|1","1.0","非金属材","2025-04-21","涨停","","","","","","","",""
